Element,Episode,Title,Included
Flowers,S05E08,ARIZONA SPLENDOR,0
FOG,S05E08,ARIZONA SPLENDOR,0
Framed,S05E08,ARIZONA SPLENDOR,0
Grass,S05E08,ARIZONA SPLENDOR,1
Guest,S05E08,ARIZONA SPLENDOR,0
Half Circle Frame,S05E08,ARIZONA SPLENDOR,0
Half Oval Frame,S05E08,ARIZONA SPLENDOR,0
Hills,S05E08,ARIZONA SPLENDOR,0
Lakes,S05E08,ARIZONA SPLENDOR,0
Lake,S05E08,ARIZONA SPLENDOR,0
Lighthouse,S05E08,ARIZONA SPLENDOR,0
Mill,S05E08,ARIZONA SPLENDOR,0
Moon,S05E08,ARIZONA SPLENDOR,0
Mountains,S05E08,ARIZONA SPLENDOR,1
Mountain,S05E08,ARIZONA SPLENDOR,1
Night,S05E08,ARIZONA SPLENDOR,0
Ocean,S05E08,ARIZONA SPLENDOR,0
Oval Frame,S05E08,ARIZONA SPLENDOR,0
Palm Trees,S05E08,ARIZONA SPLENDOR,0
Path,S05E08,ARIZONA SPLENDOR,0
Person,S05E08,ARIZONA SPLENDOR,0
Portrait,S05E08,ARIZONA SPLENDOR,0
Rectangle 3D Frame,S05E08,ARIZONA SPLENDOR,0
Rectangular Frame,S05E08,ARIZONA SPLENDOR,0
River,S05E08,ARIZONA SPLENDOR,1
Rocks,S05E08,ARIZONA SPLENDOR,0
Seashell Frame,S05E08,ARIZONA SPLENDOR,0
Snowy Mountain,S05E08,ARIZONA SPLENDOR,0
Snow,S05E08,ARIZONA SPLENDOR,0
Split Frame,S05E08,ARIZONA SPLENDOR,0
Steve Ross,S05E08,ARIZONA SPLENDOR,0
Structure,S05E08,ARIZONA SPLENDOR,0
SUN,S05E08,ARIZONA SPLENDOR,0
Tomb Frame,S05E08,ARIZONA SPLENDOR,0
Trees,S05E08,ARIZONA SPLENDOR,1
Tree,S05E08,ARIZONA SPLENDOR,1
Triple Frame,S05E08,ARIZONA SPLENDOR,0
Waterfall,S05E08,ARIZONA SPLENDOR,0
Waves,S05E08,ARIZONA SPLENDOR,0
Windmill,S05E08,ARIZONA SPLENDOR,0
Window Frame,S05E08,ARIZONA SPLENDOR,0
Winter,S05E08,ARIZONA SPLENDOR,0
Wood Framed,S05E08,ARIZONA SPLENDOR,0
Apple Frame,S05E09,ANATOMY OF A WAVE,0
Aurora Borealis,S05E09,ANATOMY OF A WAVE,0
Barn,S05E09,ANATOMY OF A WAVE,0
Beach,S05E09,ANATOMY OF A WAVE,0
Boat,S05E09,ANATOMY OF A WAVE,0
Bridge,S05E09,ANATOMY OF A WAVE,0
Building,S05E09,ANATOMY OF A WAVE,0
Bushes,S05E09,ANATOMY OF A WAVE,0
Cabin,S05E09,ANATOMY OF A WAVE,0
Cactus,S05E09,ANATOMY OF A WAVE,0
Circle Frame,S05E09,ANATOMY OF A WAVE,0
Cirrus,S05E09,ANATOMY OF A WAVE,0
Cliff,S05E09,ANATOMY OF A WAVE,0
Clouds,S05E09,ANATOMY OF A WAVE,0
Conifer,S05E09,ANATOMY OF A WAVE,0
Cumulus,S05E09,ANATOMY OF A WAVE,0
Deciduous,S05E09,ANATOMY OF A WAVE,0
Diane Andre,S05E09,ANATOMY OF A WAVE,0
Dock,S05E09,ANATOMY OF A WAVE,0
Double Oval Frame,S05E09,ANATOMY OF A WAVE,0
Farm,S05E09,ANATOMY OF A WAVE,0
Fence,S05E09,ANATOMY OF A WAVE,0
Fire,S05E09,ANATOMY OF A WAVE,0
Florida Frame,S05E09,ANATOMY OF A WAVE,0
Flowers,S05E09,ANATOMY OF A WAVE,0
FOG,S05E09,ANATOMY OF A WAVE,0
Framed,S05E09,ANATOMY OF A WAVE,0
Grass,S05E09,ANATOMY OF A WAVE,0
Guest,S05E09,ANATOMY OF A WAVE,1
Half Circle Frame,S05E09,ANATOMY OF A WAVE,0
Half Oval Frame,S05E09,ANATOMY OF A WAVE,0
Hills,S05E09,ANATOMY OF A WAVE,0
Lakes,S05E09,ANATOMY OF A WAVE,0
Lake,S05E09,ANATOMY OF A WAVE,0
Lighthouse,S05E09,ANATOMY OF A WAVE,0
Mill,S05E09,ANATOMY OF A WAVE,0
Moon,S05E09,ANATOMY OF A WAVE,0
Mountains,S05E09,ANATOMY OF A WAVE,0
Mountain,S05E09,ANATOMY OF A WAVE,0
Night,S05E09,ANATOMY OF A WAVE,0
Ocean,S05E09,ANATOMY OF A WAVE,1
Oval Frame,S05E09,ANATOMY OF A WAVE,0
Palm Trees,S05E09,ANATOMY OF A WAVE,0
Path,S05E09,ANATOMY OF A WAVE,0
Person,S05E09,ANATOMY OF A WAVE,0
Portrait,S05E09,ANATOMY OF A WAVE,0
Rectangle 3D Frame,S05E09,ANATOMY OF A WAVE,0
Rectangular Frame,S05E09,ANATOMY OF A WAVE,0
River,S05E09,ANATOMY OF A WAVE,0
Rocks,S05E09,ANATOMY OF A WAVE,0
Seashell Frame,S05E09,ANATOMY OF A WAVE,0
Snowy Mountain,S05E09,ANATOMY OF A WAVE,0
Snow,S05E09,ANATOMY OF A WAVE,0
Split Frame,S05E09,ANATOMY OF A WAVE,0
Steve Ross,S05E09,ANATOMY OF A WAVE,0
Structure,S05E09,ANATOMY OF A WAVE,0
SUN,S05E09,ANATOMY OF A WAVE,0
Tomb Frame,S05E09,ANATOMY OF A WAVE,0
Trees,S05E09,ANATOMY OF A WAVE,0
Tree,S05E09,ANATOMY OF A WAVE,0
Triple Frame,S05E09,ANATOMY OF A WAVE,0
Waterfall,S05E09,ANATOMY OF A WAVE,0
Waves,S05E09,ANATOMY OF A WAVE,1
Windmill,S05E09,ANATOMY OF A WAVE,0
Window Frame,S05E09,ANATOMY OF A WAVE,0
Winter,S05E09,ANATOMY OF A WAVE,0
Wood Framed,S05E09,ANATOMY OF A WAVE,0
Apple Frame,S05E10,THE WINDMILL,0
Aurora Borealis,S05E10,THE WINDMILL,0
Barn,S05E10,THE WINDMILL,1
Beach,S05E10,THE WINDMILL,0
Boat,S05E10,THE WINDMILL,0
Bridge,S05E10,THE WINDMILL,0
Building,S05E10,THE WINDMILL,0
Bushes,S05E10,THE WINDMILL,0
Cabin,S05E10,THE WINDMILL,0
Cactus,S05E10,THE WINDMILL,0
Circle Frame,S05E10,THE WINDMILL,0
Cirrus,S05E10,THE WINDMILL,0
Cliff,S05E10,THE WINDMILL,0
Clouds,S05E10,THE WINDMILL,1
Conifer,S05E10,THE WINDMILL,0
Cumulus,S05E10,THE WINDMILL,0
Deciduous,S05E10,THE WINDMILL,1
Diane Andre,S05E10,THE WINDMILL,0
Dock,S05E10,THE WINDMILL,0
Double Oval Frame,S05E10,THE WINDMILL,0
Farm,S05E10,THE WINDMILL,0
Fence,S05E10,THE WINDMILL,0
Fire,S05E10,THE WINDMILL,0
Florida Frame,S05E10,THE WINDMILL,0
Flowers,S05E10,THE WINDMILL,0
FOG,S05E10,THE WINDMILL,0
Framed,S05E10,THE WINDMILL,0
Grass,S05E10,THE WINDMILL,0
Guest,S05E10,THE WINDMILL,0
Half Circle Frame,S05E10,THE WINDMILL,0
Half Oval Frame,S05E10,THE WINDMILL,0
Hills,S05E10,THE WINDMILL,0
Lakes,S05E10,THE WINDMILL,0
Lake,S05E10,THE WINDMILL,0
Lighthouse,S05E10,THE WINDMILL,0
Mill,S05E10,THE WINDMILL,0
Moon,S05E10,THE WINDMILL,0
Mountains,S05E10,THE WINDMILL,0
Mountain,S05E10,THE WINDMILL,0
Night,S05E10,THE WINDMILL,0
Ocean,S05E10,THE WINDMILL,0
Oval Frame,S05E10,THE WINDMILL,0
Palm Trees,S05E10,THE WINDMILL,0
Path,S05E10,THE WINDMILL,1
Person,S05E10,THE WINDMILL,0
Portrait,S05E10,THE WINDMILL,0
Rectangle 3D Frame,S05E10,THE WINDMILL,0
Rectangular Frame,S05E10,THE WINDMILL,0
River,S05E10,THE WINDMILL,0
Rocks,S05E10,THE WINDMILL,0
Seashell Frame,S05E10,THE WINDMILL,0
Snowy Mountain,S05E10,THE WINDMILL,0
Snow,S05E10,THE WINDMILL,0
Split Frame,S05E10,THE WINDMILL,0
Steve Ross,S05E10,THE WINDMILL,0
Structure,S05E10,THE WINDMILL,1
SUN,S05E10,THE WINDMILL,0
Tomb Frame,S05E10,THE WINDMILL,0
Trees,S05E10,THE WINDMILL,0
Tree,S05E10,THE WINDMILL,1
Triple Frame,S05E10,THE WINDMILL,0
Waterfall,S05E10,THE WINDMILL,0
Waves,S05E10,THE WINDMILL,0
Windmill,S05E10,THE WINDMILL,1
Window Frame,S05E10,THE WINDMILL,0
Winter,S05E10,THE WINDMILL,0
Wood Framed,S05E10,THE WINDMILL,0
Apple Frame,S05E11,AUTUMN GLORY,0
Aurora Borealis,S05E11,AUTUMN GLORY,0
Barn,S05E11,AUTUMN GLORY,0
Beach,S05E11,AUTUMN GLORY,0
Boat,S05E11,AUTUMN GLORY,0
Bridge,S05E11,AUTUMN GLORY,0
Building,S05E11,AUTUMN GLORY,0
Bushes,S05E11,AUTUMN GLORY,1
Cabin,S05E11,AUTUMN GLORY,0
Cactus,S05E11,AUTUMN GLORY,0
Circle Frame,S05E11,AUTUMN GLORY,0
Cirrus,S05E11,AUTUMN GLORY,0
Cliff,S05E11,AUTUMN GLORY,0
Clouds,S05E11,AUTUMN GLORY,1
Conifer,S05E11,AUTUMN GLORY,0
Cumulus,S05E11,AUTUMN GLORY,1
Deciduous,S05E11,AUTUMN GLORY,1
Diane Andre,S05E11,AUTUMN GLORY,0
Dock,S05E11,AUTUMN GLORY,0
Double Oval Frame,S05E11,AUTUMN GLORY,0
Farm,S05E11,AUTUMN GLORY,0
Fence,S05E11,AUTUMN GLORY,0
Fire,S05E11,AUTUMN GLORY,0
Florida Frame,S05E11,AUTUMN GLORY,0
Flowers,S05E11,AUTUMN GLORY,0
FOG,S05E11,AUTUMN GLORY,0
Framed,S05E11,AUTUMN GLORY,0
Grass,S05E11,AUTUMN GLORY,1
Guest,S05E11,AUTUMN GLORY,0
Half Circle Frame,S05E11,AUTUMN GLORY,0
Half Oval Frame,S05E11,AUTUMN GLORY,0
Hills,S05E11,AUTUMN GLORY,0
Lakes,S05E11,AUTUMN GLORY,0
Lake,S05E11,AUTUMN GLORY,1
Lighthouse,S05E11,AUTUMN GLORY,0
Mill,S05E11,AUTUMN GLORY,0
Moon,S05E11,AUTUMN GLORY,0
Mountains,S05E11,AUTUMN GLORY,0
Mountain,S05E11,AUTUMN GLORY,1
Night,S05E11,AUTUMN GLORY,0
Ocean,S05E11,AUTUMN GLORY,0
Oval Frame,S05E11,AUTUMN GLORY,0
Palm Trees,S05E11,AUTUMN GLORY,0
Path,S05E11,AUTUMN GLORY,0
Person,S05E11,AUTUMN GLORY,0
Portrait,S05E11,AUTUMN GLORY,0
Rectangle 3D Frame,S05E11,AUTUMN GLORY,0
Rectangular Frame,S05E11,AUTUMN GLORY,0
River,S05E11,AUTUMN GLORY,0
Rocks,S05E11,AUTUMN GLORY,1
Seashell Frame,S05E11,AUTUMN GLORY,0
Snowy Mountain,S05E11,AUTUMN GLORY,1
Snow,S05E11,AUTUMN GLORY,0
Split Frame,S05E11,AUTUMN GLORY,0
Steve Ross,S05E11,AUTUMN GLORY,0
Structure,S05E11,AUTUMN GLORY,0
SUN,S05E11,AUTUMN GLORY,0
Tomb Frame,S05E11,AUTUMN GLORY,0
Trees,S05E11,AUTUMN GLORY,1
Tree,S05E11,AUTUMN GLORY,1
Triple Frame,S05E11,AUTUMN GLORY,0
Waterfall,S05E11,AUTUMN GLORY,0
Waves,S05E11,AUTUMN GLORY,0
Windmill,S05E11,AUTUMN GLORY,0
Window Frame,S05E11,AUTUMN GLORY,0
Winter,S05E11,AUTUMN GLORY,0
Wood Framed,S05E11,AUTUMN GLORY,0
Apple Frame,S05E12,INDIAN GIRL,0
Aurora Borealis,S05E12,INDIAN GIRL,0
Barn,S05E12,INDIAN GIRL,0
Beach,S05E12,INDIAN GIRL,0
Boat,S05E12,INDIAN GIRL,0
Bridge,S05E12,INDIAN GIRL,0
Building,S05E12,INDIAN GIRL,0
Bushes,S05E12,INDIAN GIRL,0
Cabin,S05E12,INDIAN GIRL,0
Cactus,S05E12,INDIAN GIRL,0
Circle Frame,S05E12,INDIAN GIRL,0
Cirrus,S05E12,INDIAN GIRL,0
Cliff,S05E12,INDIAN GIRL,0
Clouds,S05E12,INDIAN GIRL,0
Conifer,S05E12,INDIAN GIRL,0
Cumulus,S05E12,INDIAN GIRL,0
Deciduous,S05E12,INDIAN GIRL,0
Diane Andre,S05E12,INDIAN GIRL,0
Dock,S05E12,INDIAN GIRL,0
Double Oval Frame,S05E12,INDIAN GIRL,0
Farm,S05E12,INDIAN GIRL,0
Fence,S05E12,INDIAN GIRL,0
Fire,S05E12,INDIAN GIRL,0
Florida Frame,S05E12,INDIAN GIRL,0
Flowers,S05E12,INDIAN GIRL,0
FOG,S05E12,INDIAN GIRL,0
Framed,S05E12,INDIAN GIRL,0
Grass,S05E12,INDIAN GIRL,0
Guest,S05E12,INDIAN GIRL,1
Half Circle Frame,S05E12,INDIAN GIRL,0
Half Oval Frame,S05E12,INDIAN GIRL,0
Hills,S05E12,INDIAN GIRL,0
Lakes,S05E12,INDIAN GIRL,0
Lake,S05E12,INDIAN GIRL,0
Lighthouse,S05E12,INDIAN GIRL,0
Mill,S05E12,INDIAN GIRL,0
Moon,S05E12,INDIAN GIRL,0
Mountains,S05E12,INDIAN GIRL,0
Mountain,S05E12,INDIAN GIRL,0
Night,S05E12,INDIAN GIRL,0
Ocean,S05E12,INDIAN GIRL,0
Oval Frame,S05E12,INDIAN GIRL,0
Palm Trees,S05E12,INDIAN GIRL,0
Path,S05E12,INDIAN GIRL,0
Person,S05E12,INDIAN GIRL,0
Portrait,S05E12,INDIAN GIRL,1
Rectangle 3D Frame,S05E12,INDIAN GIRL,0
Rectangular Frame,S05E12,INDIAN GIRL,0
River,S05E12,INDIAN GIRL,0
Rocks,S05E12,INDIAN GIRL,0
Seashell Frame,S05E12,INDIAN GIRL,0
Snowy Mountain,S05E12,INDIAN GIRL,0
Snow,S05E12,INDIAN GIRL,0
Split Frame,S05E12,INDIAN GIRL,0
Steve Ross,S05E12,INDIAN GIRL,0
Structure,S05E12,INDIAN GIRL,0
SUN,S05E12,INDIAN GIRL,0
Tomb Frame,S05E12,INDIAN GIRL,0
Trees,S05E12,INDIAN GIRL,0
Tree,S05E12,INDIAN GIRL,0
Triple Frame,S05E12,INDIAN GIRL,0
Waterfall,S05E12,INDIAN GIRL,0
Waves,S05E12,INDIAN GIRL,0
Windmill,S05E12,INDIAN GIRL,0
Window Frame,S05E12,INDIAN GIRL,0
Winter,S05E12,INDIAN GIRL,0
Wood Framed,S05E12,INDIAN GIRL,0
Apple Frame,S05E13,MEADOW STREAM,0
Aurora Borealis,S05E13,MEADOW STREAM,0
Barn,S05E13,MEADOW STREAM,1
Beach,S05E13,MEADOW STREAM,0
Boat,S05E13,MEADOW STREAM,0
Bridge,S05E13,MEADOW STREAM,0
Building,S05E13,MEADOW STREAM,0
Bushes,S05E13,MEADOW STREAM,0
Cabin,S05E13,MEADOW STREAM,0
Cactus,S05E13,MEADOW STREAM,0
Circle Frame,S05E13,MEADOW STREAM,0
Cirrus,S05E13,MEADOW STREAM,0
Cliff,S05E13,MEADOW STREAM,0
Clouds,S05E13,MEADOW STREAM,1
Conifer,S05E13,MEADOW STREAM,0
Cumulus,S05E13,MEADOW STREAM,0
Deciduous,S05E13,MEADOW STREAM,1
Diane Andre,S05E13,MEADOW STREAM,0
Dock,S05E13,MEADOW STREAM,0
Double Oval Frame,S05E13,MEADOW STREAM,0
Farm,S05E13,MEADOW STREAM,0
Fence,S05E13,MEADOW STREAM,0
Fire,S05E13,MEADOW STREAM,0
Florida Frame,S05E13,MEADOW STREAM,0
Flowers,S05E13,MEADOW STREAM,0
FOG,S05E13,MEADOW STREAM,0
Framed,S05E13,MEADOW STREAM,0
Grass,S05E13,MEADOW STREAM,1
Guest,S05E13,MEADOW STREAM,0
Half Circle Frame,S05E13,MEADOW STREAM,0
Half Oval Frame,S05E13,MEADOW STREAM,0
Hills,S05E13,MEADOW STREAM,0
Lakes,S05E13,MEADOW STREAM,0
Lake,S05E13,MEADOW STREAM,0
Lighthouse,S05E13,MEADOW STREAM,0
Mill,S05E13,MEADOW STREAM,0
Moon,S05E13,MEADOW STREAM,0
Mountains,S05E13,MEADOW STREAM,0
Mountain,S05E13,MEADOW STREAM,0
Night,S05E13,MEADOW STREAM,0
Ocean,S05E13,MEADOW STREAM,0
Oval Frame,S05E13,MEADOW STREAM,0
Palm Trees,S05E13,MEADOW STREAM,0
Path,S05E13,MEADOW STREAM,0
Person,S05E13,MEADOW STREAM,0
Portrait,S05E13,MEADOW STREAM,0
Rectangle 3D Frame,S05E13,MEADOW STREAM,0
Rectangular Frame,S05E13,MEADOW STREAM,0
River,S05E13,MEADOW STREAM,1
Rocks,S05E13,MEADOW STREAM,1
Seashell Frame,S05E13,MEADOW STREAM,0
Snowy Mountain,S05E13,MEADOW STREAM,0
Snow,S05E13,MEADOW STREAM,0
Split Frame,S05E13,MEADOW STREAM,0
Steve Ross,S05E13,MEADOW STREAM,0
Structure,S05E13,MEADOW STREAM,1
SUN,S05E13,MEADOW STREAM,0
Tomb Frame,S05E13,MEADOW STREAM,0
Trees,S05E13,MEADOW STREAM,1
Tree,S05E13,MEADOW STREAM,1
Triple Frame,S05E13,MEADOW STREAM,0
Waterfall,S05E13,MEADOW STREAM,0
Waves,S05E13,MEADOW STREAM,0
Windmill,S05E13,MEADOW STREAM,0
Window Frame,S05E13,MEADOW STREAM,0
Winter,S05E13,MEADOW STREAM,0
Wood Framed,S05E13,MEADOW STREAM,0
Apple Frame,S06E01,BLUE RIVER,0
Aurora Borealis,S06E01,BLUE RIVER,0
Barn,S06E01,BLUE RIVER,0
Beach,S06E01,BLUE RIVER,0
Boat,S06E01,BLUE RIVER,0
Bridge,S06E01,BLUE RIVER,0
Building,S06E01,BLUE RIVER,0
Bushes,S06E01,BLUE RIVER,1
Cabin,S06E01,BLUE RIVER,0
Cactus,S06E01,BLUE RIVER,0
Circle Frame,S06E01,BLUE RIVER,0
Cirrus,S06E01,BLUE RIVER,0
Cliff,S06E01,BLUE RIVER,0
Clouds,S06E01,BLUE RIVER,0
Conifer,S06E01,BLUE RIVER,1
Cumulus,S06E01,BLUE RIVER,0
Deciduous,S06E01,BLUE RIVER,1
Diane Andre,S06E01,BLUE RIVER,0
Dock,S06E01,BLUE RIVER,0
Double Oval Frame,S06E01,BLUE RIVER,0
Farm,S06E01,BLUE RIVER,0
Fence,S06E01,BLUE RIVER,0
Fire,S06E01,BLUE RIVER,0
Florida Frame,S06E01,BLUE RIVER,0
Flowers,S06E01,BLUE RIVER,0
FOG,S06E01,BLUE RIVER,0
Framed,S06E01,BLUE RIVER,0
Grass,S06E01,BLUE RIVER,1
Guest,S06E01,BLUE RIVER,0
Half Circle Frame,S06E01,BLUE RIVER,0
Half Oval Frame,S06E01,BLUE RIVER,0
Hills,S06E01,BLUE RIVER,1
Lakes,S06E01,BLUE RIVER,0
Lake,S06E01,BLUE RIVER,0
Lighthouse,S06E01,BLUE RIVER,0
Mill,S06E01,BLUE RIVER,0
Moon,S06E01,BLUE RIVER,0
Mountains,S06E01,BLUE RIVER,0
Mountain,S06E01,BLUE RIVER,0
Night,S06E01,BLUE RIVER,0
Ocean,S06E01,BLUE RIVER,0
Oval Frame,S06E01,BLUE RIVER,0
Palm Trees,S06E01,BLUE RIVER,0
Path,S06E01,BLUE RIVER,0
Person,S06E01,BLUE RIVER,0
Portrait,S06E01,BLUE RIVER,0
Rectangle 3D Frame,S06E01,BLUE RIVER,0
Rectangular Frame,S06E01,BLUE RIVER,0
River,S06E01,BLUE RIVER,1
Rocks,S06E01,BLUE RIVER,0
Seashell Frame,S06E01,BLUE RIVER,0
Snowy Mountain,S06E01,BLUE RIVER,0
Snow,S06E01,BLUE RIVER,0
Split Frame,S06E01,BLUE RIVER,0
Steve Ross,S06E01,BLUE RIVER,0
Structure,S06E01,BLUE RIVER,0
SUN,S06E01,BLUE RIVER,0
Tomb Frame,S06E01,BLUE RIVER,0
Trees,S06E01,BLUE RIVER,1
Tree,S06E01,BLUE RIVER,1
Triple Frame,S06E01,BLUE RIVER,0
Waterfall,S06E01,BLUE RIVER,0
Waves,S06E01,BLUE RIVER,0
Windmill,S06E01,BLUE RIVER,0
Window Frame,S06E01,BLUE RIVER,0
Winter,S06E01,BLUE RIVER,0
Wood Framed,S06E01,BLUE RIVER,0
Apple Frame,S06E02,NATURE'S EDGE,0
Aurora Borealis,S06E02,NATURE'S EDGE,0
Barn,S06E02,NATURE'S EDGE,0
Beach,S06E02,NATURE'S EDGE,0
Boat,S06E02,NATURE'S EDGE,0
Bridge,S06E02,NATURE'S EDGE,0
Building,S06E02,NATURE'S EDGE,0
Bushes,S06E02,NATURE'S EDGE,1
Cabin,S06E02,NATURE'S EDGE,1
Cactus,S06E02,NATURE'S EDGE,0
Circle Frame,S06E02,NATURE'S EDGE,0
Cirrus,S06E02,NATURE'S EDGE,0
Cliff,S06E02,NATURE'S EDGE,0
Clouds,S06E02,NATURE'S EDGE,1
Conifer,S06E02,NATURE'S EDGE,0
Cumulus,S06E02,NATURE'S EDGE,0
Deciduous,S06E02,NATURE'S EDGE,1
Diane Andre,S06E02,NATURE'S EDGE,0
Dock,S06E02,NATURE'S EDGE,0
Double Oval Frame,S06E02,NATURE'S EDGE,0
Farm,S06E02,NATURE'S EDGE,0
Fence,S06E02,NATURE'S EDGE,0
Fire,S06E02,NATURE'S EDGE,0
Florida Frame,S06E02,NATURE'S EDGE,0
Flowers,S06E02,NATURE'S EDGE,0
FOG,S06E02,NATURE'S EDGE,1
Framed,S06E02,NATURE'S EDGE,0
Grass,S06E02,NATURE'S EDGE,1
Guest,S06E02,NATURE'S EDGE,0
Half Circle Frame,S06E02,NATURE'S EDGE,0
Half Oval Frame,S06E02,NATURE'S EDGE,0
Hills,S06E02,NATURE'S EDGE,0
Lakes,S06E02,NATURE'S EDGE,0
Lake,S06E02,NATURE'S EDGE,1
Lighthouse,S06E02,NATURE'S EDGE,0
Mill,S06E02,NATURE'S EDGE,0
Moon,S06E02,NATURE'S EDGE,0
Mountains,S06E02,NATURE'S EDGE,0
Mountain,S06E02,NATURE'S EDGE,0
Night,S06E02,NATURE'S EDGE,0
Ocean,S06E02,NATURE'S EDGE,0
Oval Frame,S06E02,NATURE'S EDGE,0
Palm Trees,S06E02,NATURE'S EDGE,0
Path,S06E02,NATURE'S EDGE,0
Person,S06E02,NATURE'S EDGE,0
Portrait,S06E02,NATURE'S EDGE,0
Rectangle 3D Frame,S06E02,NATURE'S EDGE,0
Rectangular Frame,S06E02,NATURE'S EDGE,0
River,S06E02,NATURE'S EDGE,0
Rocks,S06E02,NATURE'S EDGE,0
Seashell Frame,S06E02,NATURE'S EDGE,0
Snowy Mountain,S06E02,NATURE'S EDGE,0
Snow,S06E02,NATURE'S EDGE,0
Split Frame,S06E02,NATURE'S EDGE,0
Steve Ross,S06E02,NATURE'S EDGE,0
Structure,S06E02,NATURE'S EDGE,1
SUN,S06E02,NATURE'S EDGE,0
Tomb Frame,S06E02,NATURE'S EDGE,0
Trees,S06E02,NATURE'S EDGE,1
Tree,S06E02,NATURE'S EDGE,1
Triple Frame,S06E02,NATURE'S EDGE,0
Waterfall,S06E02,NATURE'S EDGE,0
Waves,S06E02,NATURE'S EDGE,0
Windmill,S06E02,NATURE'S EDGE,0
Window Frame,S06E02,NATURE'S EDGE,0
Winter,S06E02,NATURE'S EDGE,0
Wood Framed,S06E02,NATURE'S EDGE,0
Apple Frame,S06E03,MORNING MIST,0
Aurora Borealis,S06E03,MORNING MIST,0
Barn,S06E03,MORNING MIST,0
Beach,S06E03,MORNING MIST,0
Boat,S06E03,MORNING MIST,0
Bridge,S06E03,MORNING MIST,0
Building,S06E03,MORNING MIST,0
Bushes,S06E03,MORNING MIST,0
Cabin,S06E03,MORNING MIST,0
Cactus,S06E03,MORNING MIST,0
Circle Frame,S06E03,MORNING MIST,0
Cirrus,S06E03,MORNING MIST,0
Cliff,S06E03,MORNING MIST,0
Clouds,S06E03,MORNING MIST,1
Conifer,S06E03,MORNING MIST,1
Cumulus,S06E03,MORNING MIST,0
Deciduous,S06E03,MORNING MIST,0
Diane Andre,S06E03,MORNING MIST,0
Dock,S06E03,MORNING MIST,0
Double Oval Frame,S06E03,MORNING MIST,0
Farm,S06E03,MORNING MIST,0
Fence,S06E03,MORNING MIST,0
Fire,S06E03,MORNING MIST,0
Florida Frame,S06E03,MORNING MIST,0
Flowers,S06E03,MORNING MIST,0
FOG,S06E03,MORNING MIST,1
Framed,S06E03,MORNING MIST,0
Grass,S06E03,MORNING MIST,0
Guest,S06E03,MORNING MIST,0
Half Circle Frame,S06E03,MORNING MIST,0
Half Oval Frame,S06E03,MORNING MIST,0
Hills,S06E03,MORNING MIST,0
Lakes,S06E03,MORNING MIST,0
Lake,S06E03,MORNING MIST,1
Lighthouse,S06E03,MORNING MIST,0
Mill,S06E03,MORNING MIST,0
Moon,S06E03,MORNING MIST,0
Mountains,S06E03,MORNING MIST,0
Mountain,S06E03,MORNING MIST,1
Night,S06E03,MORNING MIST,0
Ocean,S06E03,MORNING MIST,0
Oval Frame,S06E03,MORNING MIST,0
Palm Trees,S06E03,MORNING MIST,0
Path,S06E03,MORNING MIST,0
Person,S06E03,MORNING MIST,0
Portrait,S06E03,MORNING MIST,0
Rectangle 3D Frame,S06E03,MORNING MIST,0
Rectangular Frame,S06E03,MORNING MIST,0
River,S06E03,MORNING MIST,0
Rocks,S06E03,MORNING MIST,0
Seashell Frame,S06E03,MORNING MIST,0
Snowy Mountain,S06E03,MORNING MIST,1
Snow,S06E03,MORNING MIST,0
Split Frame,S06E03,MORNING MIST,0
Steve Ross,S06E03,MORNING MIST,0
Structure,S06E03,MORNING MIST,0
SUN,S06E03,MORNING MIST,0
Tomb Frame,S06E03,MORNING MIST,0
Trees,S06E03,MORNING MIST,1
Tree,S06E03,MORNING MIST,1
Triple Frame,S06E03,MORNING MIST,0
Waterfall,S06E03,MORNING MIST,0
Waves,S06E03,MORNING MIST,0
Windmill,S06E03,MORNING MIST,0
Window Frame,S06E03,MORNING MIST,0
Winter,S06E03,MORNING MIST,0
Wood Framed,S06E03,MORNING MIST,0
Apple Frame,S06E04,WHISPERING STREAM,0
Aurora Borealis,S06E04,WHISPERING STREAM,0
Barn,S06E04,WHISPERING STREAM,0
Beach,S06E04,WHISPERING STREAM,0
Boat,S06E04,WHISPERING STREAM,0
Bridge,S06E04,WHISPERING STREAM,0
Building,S06E04,WHISPERING STREAM,0
Bushes,S06E04,WHISPERING STREAM,0
Cabin,S06E04,WHISPERING STREAM,0
Cactus,S06E04,WHISPERING STREAM,0
Circle Frame,S06E04,WHISPERING STREAM,0
Cirrus,S06E04,WHISPERING STREAM,0
Cliff,S06E04,WHISPERING STREAM,0
Clouds,S06E04,WHISPERING STREAM,0
Conifer,S06E04,WHISPERING STREAM,0
Cumulus,S06E04,WHISPERING STREAM,0
Deciduous,S06E04,WHISPERING STREAM,1
Diane Andre,S06E04,WHISPERING STREAM,0
Dock,S06E04,WHISPERING STREAM,0
Double Oval Frame,S06E04,WHISPERING STREAM,0
Farm,S06E04,WHISPERING STREAM,0
Fence,S06E04,WHISPERING STREAM,0
Fire,S06E04,WHISPERING STREAM,0
Florida Frame,S06E04,WHISPERING STREAM,0
Flowers,S06E04,WHISPERING STREAM,0
FOG,S06E04,WHISPERING STREAM,0
Framed,S06E04,WHISPERING STREAM,0
Grass,S06E04,WHISPERING STREAM,1
Guest,S06E04,WHISPERING STREAM,0
